date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:50:08	14003/14003	---M--	200	added ('OK')	image/png	etag:%229917425e80f4f232695cdf19e851c9d4-ssl%22	https://robovission.netlify.app/img/services/s6.png	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/img/services/s6.png	(from https://robovission.netlify.app/index-demo-1.html)
00:50:08	20904/20904	---M-Z	200	added ('OK')	image/svg+xml	etag:%227a9411afaeb62656a16a7801636718c2-ssl-df%22	https://robovission.netlify.app/img/svg/about1.svg	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/img/svg/about1.svg	(from https://robovission.netlify.app/index-demo-1.html)
00:50:09	101036/101036	---M--	200	added ('OK')	image/jpeg	etag:%22152377962c1c5b0f69221e57b95a9374-ssl%22	https://robovission.netlify.app/img/core-img/high.jpg	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/img/core-img/high.jpg	(from https://robovission.netlify.app/index-demo-1.html)
00:50:09	2810/2810	---M-Z	200	added ('OK')	image/svg+xml	etag:%225defcaa6f224e428015ec6c817975c78-ssl-df%22	https://robovission.netlify.app/img/features/feature-1.svg	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/img/features/feature-1.svg	(from https://robovission.netlify.app/index-demo-1.html)
00:50:09	100645/100645	---M--	200	added ('OK')	image/png	etag:%22c03cb5fcd8caf3f18b06a15149e64fed-ssl%22	https://robovission.netlify.app/img/core-img/saas2.png	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/img/core-img/saas2.png	(from https://robovission.netlify.app/index-demo-1.html)
00:50:10	2225/2225	---M-Z	200	added ('OK')	image/svg+xml	etag:%22e5300f76592835edc6d86b267c10da06-ssl-df%22	https://robovission.netlify.app/img/features/feature-2.svg	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/img/features/feature-2.svg	(from https://robovission.netlify.app/index-demo-1.html)
00:50:10	4303/4303	---M-Z	200	added ('OK')	image/svg+xml	etag:%22707c6633e3b6c94a72972f288a4c31e0-ssl-df%22	https://robovission.netlify.app/img/features/feature-3.svg	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/img/features/feature-3.svg	(from https://robovission.netlify.app/index-demo-1.html)
00:50:10	2779/2779	---M-Z	200	added ('OK')	image/svg+xml	etag:%2240bfd62b06e07873e17cb5aba185a2f8-ssl-df%22	https://robovission.netlify.app/img/features/feature-4.svg	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/img/features/feature-4.svg	(from https://robovission.netlify.app/index-demo-1.html)
00:50:10	2709/2709	---M-Z	200	added ('OK')	image/svg+xml	etag:%224dfd85533e72d70ae594dae840b83fe5-ssl-df%22	https://robovission.netlify.app/img/features/feature-5.svg	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/img/features/feature-5.svg	(from https://robovission.netlify.app/index-demo-1.html)
00:50:11	2525/2525	---M-Z	200	added ('OK')	image/svg+xml	etag:%2250b8388a2247bf24a95003999a5ad825-ssl-df%22	https://robovission.netlify.app/img/features/feature-6.svg	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/img/features/feature-6.svg	(from https://robovission.netlify.app/index-demo-1.html)
00:50:11	18723/18723	---M--	200	added ('OK')	image/jpeg	etag:%2238e6a43ee27063f7f68cbd5659b6761d-ssl%22	https://robovission.netlify.app/img/test-img/1.jpg	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/img/test-img/1.jpg	(from https://robovission.netlify.app/index-demo-1.html)
00:50:12	16995/16995	---M--	200	added ('OK')	image/jpeg	etag:%2250eb5d9b0775e3436d2007f464d94e04-ssl%22	https://robovission.netlify.app/img/test-img/2.jpg	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/img/test-img/2.jpg	(from https://robovission.netlify.app/index-demo-1.html)
00:50:12	18013/18013	---M--	200	added ('OK')	image/jpeg	etag:%22036bd7cd92ea42b40aeb5ea96149c24e-ssl%22	https://robovission.netlify.app/img/test-img/3.jpg	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/img/test-img/3.jpg	(from https://robovission.netlify.app/index-demo-1.html)
00:50:13	36086/36086	---M--	200	added ('OK')	image/png	etag:%22c9baef3f6a7b5072cf68c756a169e3d8-ssl%22	https://robovission.netlify.app/img/core-img/pattern.png	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/img/core-img/pattern.png	(from https://robovission.netlify.app/index-demo-1.html)
00:50:13	15648/15648	---M-Z	200	added ('OK')	application/javascript	etag:%22eb80f35beddc0735e7ce1ba10ea7a27b-ssl-df%22	https://robovission.netlify.app/js/dzsparallaxer.js	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/js/dzsparallaxer.js	(from https://robovission.netlify.app/index-demo-1.html)
00:50:14	4344/4344	---M-Z	200	added ('OK')	application/javascript	etag:%22d458624c780bf5ee0f6ca3e44cc056b3-ssl-df%22	https://robovission.netlify.app/js/jquery.syotimer.min.js	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/js/jquery.syotimer.min.js	(from https://robovission.netlify.app/index-demo-1.html)
00:50:15	1158/1158	---M-Z	200	added ('OK')	image/svg+xml	etag:%22941ace3eeb208f973b9bd648aea38c9e-ssl-df%22	https://robovission.netlify.app/img/svg/section-icon-2.svg	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/img/svg/section-icon-2.svg	(from https://robovission.netlify.app/index-demo-2.html)
00:50:15	5782/5782	---M--	200	added ('OK')	image/png	etag:%2282bc583c3395e4b9e912fbe3bac99d01-ssl%22	https://robovission.netlify.app/img/features/3.png	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/img/features/3.png	(from https://robovission.netlify.app/index-demo-2.html)
00:50:15	4045/4045	---M--	200	added ('OK')	image/png	etag:%227a60a60188dda777d6ab185edcf84182-ssl%22	https://robovission.netlify.app/img/features/1.png	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/img/features/1.png	(from https://robovission.netlify.app/index-demo-2.html)
00:50:16	2147/2147	---M--	200	added ('OK')	image/png	etag:%22aaf883ce5026c7c216b4b834c6ba2f9a-ssl%22	https://robovission.netlify.app/img/features/2.png	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/img/features/2.png	(from https://robovission.netlify.app/index-demo-2.html)
00:50:16	3322/3322	---M--	200	added ('OK')	image/png	etag:%22849125557c7984979fb5d772719fd088-ssl%22	https://robovission.netlify.app/img/features/4.png	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/img/features/4.png	(from https://robovission.netlify.app/index-demo-2.html)
00:50:16	1051/1051	---M-Z	200	added ('OK')	image/svg+xml	etag:%22ae521c42b7933e9ba5b8a5303bc5937d-ssl-df%22	https://robovission.netlify.app/img/svg/section-icon-3.svg	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/img/svg/section-icon-3.svg	(from https://robovission.netlify.app/index-demo-2.html)
00:50:17	1134/1134	---M-Z	200	added ('OK')	image/svg+xml	etag:%22f6a0d362f2b7fd606c3069391de8dbc0-ssl-df%22	https://robovission.netlify.app/img/svg/section-icon-5.svg	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/img/svg/section-icon-5.svg	(from https://robovission.netlify.app/index-demo-2.html)
00:50:17	13534/13534	---M-Z	200	added ('OK')	image/svg+xml	etag:%22069a0a431c1d218df42896fb6e2048e2-ssl-df%22	https://robovission.netlify.app/img/svg/about3.svg	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/img/svg/about3.svg	(from https://robovission.netlify.app/index-demo-2.html)
00:50:18	1606/1606	---M--	200	added ('OK')	image/png	etag:%227010d1bb19cc58a75b6734f8c7a9d7d7-ssl%22	https://robovission.netlify.app/img/icons/h11.png	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/img/icons/h11.png	(from https://robovission.netlify.app/index-demo-3.html)
00:50:18	188762/188762	---M--	200	added ('OK')	image/png	etag:%22575c1810295b2a7a86f169bcb01bf8f9-ssl%22	https://robovission.netlify.app/img/core-img/about-us.png	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/img/core-img/about-us.png	(from https://robovission.netlify.app/index-demo-2.html)
00:50:18	1463/1463	---M--	200	added ('OK')	image/png	etag:%221dfe8dde6a75495c9d37cbd798fcafab-ssl%22	https://robovission.netlify.app/img/icons/h2.png	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/img/icons/h2.png	(from https://robovission.netlify.app/index-demo-3.html)
00:50:18	904/904	---M--	200	added ('OK')	image/png	etag:%225dd4621abe4b08fe2cbe0121f7b000ef-ssl%22	https://robovission.netlify.app/img/icons/h22.png	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/img/icons/h22.png	(from https://robovission.netlify.app/index-demo-3.html)
00:50:18	2796/2796	---M--	200	added ('OK')	image/png	etag:%22da46c7d1df39e4fc67cc98cf96ce84a0-ssl%22	https://robovission.netlify.app/img/icons/h1.png	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/img/icons/h1.png	(from https://robovission.netlify.app/index-demo-3.html)
00:50:18	1682/1682	---M--	200	added ('OK')	image/png	etag:%22ef8a203fe9c7d26a95f7693f477b9dfb-ssl%22	https://robovission.netlify.app/img/icons/h3.png	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/img/icons/h3.png	(from https://robovission.netlify.app/index-demo-3.html)
00:50:19	1072/1072	---M--	200	added ('OK')	image/png	etag:%2237203a59521949f6e5b059c803f10502-ssl%22	https://robovission.netlify.app/img/icons/h33.png	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/img/icons/h33.png	(from https://robovission.netlify.app/index-demo-3.html)
00:50:19	1069/1069	---M-Z	200	added ('OK')	image/svg+xml	etag:%2222bd462e1ece5953a1136f8a426dd023-ssl-df%22	https://robovission.netlify.app/img/svg/feature1.svg	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/img/svg/feature1.svg	(from https://robovission.netlify.app/index-demo-3.html)
00:50:19	1282/1282	---M-Z	200	added ('OK')	image/svg+xml	etag:%22149a48a4ff1365b6ad8ad92c35689b2c-ssl-df%22	https://robovission.netlify.app/img/svg/feature2.svg	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/img/svg/feature2.svg	(from https://robovission.netlify.app/index-demo-3.html)
00:50:19	1050/1050	---M-Z	200	added ('OK')	image/svg+xml	etag:%22b8ff97307c3f89abe6c323a886de80d5-ssl-df%22	https://robovission.netlify.app/img/svg/feature3.svg	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/img/svg/feature3.svg	(from https://robovission.netlify.app/index-demo-3.html)
00:50:20	1264/1264	---M-Z	200	added ('OK')	application/octet-stream	etag:%2212935f40eba6e707bc09fe77b8df3129-ssl-df%22	https://robovission.netlify.app/fonts/classycb9b.eot?fftrrv	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/fonts/classycb9bcb9b.eot	(from https://robovission.netlify.app/css/classy-nav.min.css)
00:50:21	1100/1100	---M--	200	added ('OK')	font/ttf	etag:%22c78eddda8f5a8d6d1692d524f161151c-ssl%22	https://robovission.netlify.app/fonts/classycb9b.ttf?fftrrv	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/fonts/classycb9bcb9b.ttf	(from https://robovission.netlify.app/css/classy-nav.min.css)
00:50:22	1176/1176	---M-Z	200	added ('OK')	application/font-woff	etag:%22e203f9d6e29d5368cd27985726efa16d-ssl-df%22	https://robovission.netlify.app/fonts/classycb9b.woff?fftrrv	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/fonts/classycb9bcb9b.woff	(from https://robovission.netlify.app/css/classy-nav.min.css)
00:50:22	781/781	---M--	200	added ('OK')	image/svg+xml	etag:%22a7c97ff008fc48ca3e2c28dcc820c279-ssl%22	https://robovission.netlify.app/fonts/classycb9b.svg?fftrrv	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/fonts/classycb9bcb9b.svg	(from https://robovission.netlify.app/css/classy-nav.min.css)
00:50:22	1148/1148	---M-Z	200	added ('OK')	text/html	etag:%22c3d538ab33907d145601162f891aa29c-ssl-df%22	https://robovission.netlify.app/css/img/grey_wash_wall.html	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/css/img/grey_wash_wall.html	(from https://robovission.netlify.app/css/dzsparallaxer.css)
00:50:22	150341/150341	---M--	200	added ('OK')	image/png	etag:%22231c1d8ad2a5017ad2ee87191c9de470-ssl%22	https://robovission.netlify.app/img/core-img/about4.png	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/img/core-img/about4.png	(from https://robovission.netlify.app/index-demo-5.html)
00:50:23	1148/1148	---M-Z	200	added ('OK')	text/html	etag:%22c3d538ab33907d145601162f891aa29c-ssl-df%22	https://robovission.netlify.app/css/img/fog_clouds_png_by_paradise234-d5czivb.html	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/css/img/fog_clouds_png_by_paradise234-d5czivb.html	(from https://robovission.netlify.app/css/dzsparallaxer.css)
00:50:23	1148/1148	---M-Z	200	added ('OK')	text/html	etag:%22c3d538ab33907d145601162f891aa29c-ssl-df%22	https://robovission.netlify.app/css/owl.video.play.html	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/css/owl.video.play.html	(from https://robovission.netlify.app/css/owl.carousel.min.css)
00:50:26	165742/165742	---M-Z	200	added ('OK')	application/octet-stream	etag:%223277c11e6461ed25cef5e4941ad29245-ssl-df%22	https://robovission.netlify.app/fonts/fontawesome-webfont3e6e.eot?v=4.7.0	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/fonts/fontawesome-webfont3e6e3e6e.eot	(from https://robovission.netlify.app/css/font-awesome.min.css)
00:50:26	165742/165742	---M-Z	200	added ('OK')	application/octet-stream	etag:%223277c11e6461ed25cef5e4941ad29245-ssl-df%22	https://robovission.netlify.app/fonts/fontawesome-webfontd41d.eot?	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/fonts/fontawesome-webfontd41dd41d.eot	(from https://robovission.netlify.app/css/font-awesome.min.css)
00:50:28	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%223c437c341174d75b3bf5d2d5a134da0d-ssl%22	https://robovission.netlify.app/fonts/fontawesome-webfont3e6e.woff2?v=4.7.0	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/fonts/fontawesome-webfont3e6e3e6e.woff2	(from https://robovission.netlify.app/css/font-awesome.min.css)
00:50:28	3156/3156	---M-Z	404	error ('Not%20Found')	text/html	etag:1593037289-ssl-df	https://robovission.netlify.app/fonts/ui-icons.eot?28565742	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/fonts/ui-iconsdc9c.eot	(from https://robovission.netlify.app/css/font-icons.css)
00:50:29	444379/444379	---M-Z	200	added ('OK')	image/svg+xml	etag:%226fbd06ce2be0d05e10b5320f3fe58186-ssl-df%22	https://robovission.netlify.app/fonts/fontawesome-webfont3e6e.svg?v=4.7.0	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/fonts/fontawesome-webfont3e6e3e6e.svg	(from https://robovission.netlify.app/css/font-awesome.min.css)
00:50:29	98024/98024	---M-Z	200	added ('OK')	application/font-woff	etag:%22ba421a370eabbc3d43585a770be1e18b-ssl-df%22	https://robovission.netlify.app/fonts/fontawesome-webfont3e6e.woff?v=4.7.0	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/fonts/fontawesome-webfont3e6e3e6e.woff	(from https://robovission.netlify.app/css/font-awesome.min.css)
00:50:29	3156/3156	---M-Z	404	error ('Not%20Found')	text/html	etag:1593037289-ssl-df	https://robovission.netlify.app/fonts/ui-icons.woff?28565742	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/fonts/ui-iconsdc9c.woff	(from https://robovission.netlify.app/css/font-icons.css)
00:50:29	3156/3156	---M-Z	404	error ('Not%20Found')	text/html	etag:1593037289-ssl-df	https://robovission.netlify.app/fonts/ui-icons.ttf?28565742	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/fonts/ui-iconsdc9c.ttf	(from https://robovission.netlify.app/css/font-icons.css)
00:50:29	41048/41048	---M--	200	added ('OK')	font/woff2	etag:%226bf69d0f7359ba9cdf6e55c3f2312a85-ssl%22	https://robovission.netlify.app/fonts/ui-icons.woff2?28565742	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/fonts/ui-iconsdc9c.woff2	(from https://robovission.netlify.app/css/font-icons.css)
00:50:29	165548/165548	---M--	200	added ('OK')	font/ttf	etag:%2270ff12bbc965c9bb40dc96081062bebe-ssl%22	https://robovission.netlify.app/fonts/fontawesome-webfont3e6e.ttf?v=4.7.0	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/fonts/fontawesome-webfont3e6e3e6e.ttf	(from https://robovission.netlify.app/css/font-awesome.min.css)
00:50:29	3156/3156	---M-Z	404	error ('Not%20Found')	text/html	etag:1593037289-ssl-df	https://robovission.netlify.app/fonts/ui-icons.svg?28565742	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/fonts/ui-iconsdc9c.svg	(from https://robovission.netlify.app/css/font-icons.css)
00:50:30	49976/49976	---M--	200	added ('OK')	font/woff2	etag:%225eb53030b58cc05e24c732fe917bda26-ssl%22	https://robovission.netlify.app/fonts/cryptocoins.woff2	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/fonts/cryptocoins.woff2	(from https://robovission.netlify.app/css/cryptocoins.css)
00:50:31	58768/58768	---M-Z	200	added ('OK')	application/font-woff	etag:%22f33907cbd870509a88aa7370dd97b250-ssl-df%22	https://robovission.netlify.app/fonts/cryptocoins.woff	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/fonts/cryptocoins.woff	(from https://robovission.netlify.app/css/cryptocoins.css)
00:50:32	78748/78748	---M-Z	200	added ('OK')	application/octet-stream	etag:%22c82b33158fd397c8db4997b1f9722710-ssl-df%22	https://robovission.netlify.app/fonts/themify9f24.eot?-fvbane	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/fonts/themify9f249f24.eot	(from https://robovission.netlify.app/css/themify-icons.css)
00:50:32	78748/78748	---M-Z	200	added ('OK')	application/octet-stream	etag:%22c82b33158fd397c8db4997b1f9722710-ssl-df%22	https://robovission.netlify.app/fonts/themifyd41d.eot?	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/fonts/themifyd41dd41d.eot	(from https://robovission.netlify.app/css/themify-icons.css)
00:50:32	56108/56108	---M-Z	200	added ('OK')	application/font-woff	etag:%228b2083c7630e4253c9f11a2fcdf95379-ssl-df%22	https://robovission.netlify.app/fonts/themify9f24.woff?-fvbane	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/fonts/themify9f249f24.woff	(from https://robovission.netlify.app/css/themify-icons.css)
00:50:32	96448/96448	---M--	200	added ('OK')	font/ttf	etag:%22867a825407fdfccbbb9ec7be13ce91c0-ssl%22	https://robovission.netlify.app/fonts/cryptocoins.ttf	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/fonts/cryptocoins.ttf	(from https://robovission.netlify.app/css/cryptocoins.css)
00:50:33	17333/17333	---M--	200	added ('OK')	image/jpeg	etag:%222cac2b573cbcbca0fbb4a5be721f0096-ssl%22	https://robovission.netlify.app/img/blog-img/1.jpg	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/img/blog-img/1.jpg	(from https://robovission.netlify.app/index-blog.html)
00:50:33	78584/78584	---M--	200	added ('OK')	font/ttf	etag:%2252cec380699390743f77c2245f9451dd-ssl%22	https://robovission.netlify.app/fonts/themify9f24.ttf?-fvbane	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/fonts/themify9f249f24.ttf	(from https://robovission.netlify.app/css/themify-icons.css)
00:50:33	234269/234269	---M-Z	200	added ('OK')	image/svg+xml	etag:%2252694282ca74eeee22385b7b0d056b03-ssl-df%22	https://robovission.netlify.app/fonts/themify9f24.svg?-fvbane	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/fonts/themify9f249f24.svg	(from https://robovission.netlify.app/css/themify-icons.css)
00:50:33	16962/16962	---M--	200	added ('OK')	image/jpeg	etag:%22546d9acd674756b5e3348311eac2538b-ssl%22	https://robovission.netlify.app/img/blog-img/2.jpg	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/img/blog-img/2.jpg	(from https://robovission.netlify.app/index-blog.html)
00:50:33	20860/20860	---M--	200	added ('OK')	image/jpeg	etag:%22bded6705c1c79643a3eff90f182efd65-ssl%22	https://robovission.netlify.app/img/blog-img/3.jpg	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/img/blog-img/3.jpg	(from https://robovission.netlify.app/index-blog.html)
00:50:34	3156/3156	---M-Z	404	error ('Not%20Found')	text/html	etag:1593037289-ssl-df	https://robovission.netlify.app/img/core-img/footer-bg1.png	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/img/core-img/footer-bg1.png	(from https://robovission.netlify.app/index-blog.html)
00:50:34	23045/23045	---M--	200	added ('OK')	image/jpeg	etag:%229e040bbe210d0336024521148be45444-ssl%22	https://robovission.netlify.app/img/bg-img/bg-4.jpg	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/img/bg-img/bg-4.jpg	(from https://robovission.netlify.app/index-blog-with-sidebar.html)
00:50:34	3156/3156	---M-Z	404	error ('Not%20Found')	text/html	etag:1593037289-ssl-df	https://robovission.netlify.app/img/bg-img/bg-2.jpg	C:/My%20Web%20Sites/Robo/robo/robovission.netlify.app/img/bg-img/bg-2.jpg	(from https://robovission.netlify.app/contact-us.html)
